id,name,class
LOOT_104e,Shifting,MAGE
LOOT_106,Deck of Wonders,MAGE
LOOT_106t,Scroll of Wonder,MAGE
LOOT_108,Aluneth,MAGE
LOOT_111,Scorp-o-matic,NEUTRAL
LOOT_117,Wax Elemental,NEUTRAL
LOOT_118,Ebon Dragonsmith,NEUTRAL
LOOT_118e,Smithing,NEUTRAL
LOOT_122,Corrosive Sludge,NEUTRAL
LOOT_124,Lone Champion,NEUTRAL
LOOT_124e,Lonely,NEUTRAL
LOOT_125,Stoneskin Basilisk,NEUTRAL
LOOT_130,Arcane Tyrant,NEUTRAL
LOOT_131,Green Jelly,NEUTRAL
LOOT_131t1,Green Ooze,NEUTRAL
LOOT_132,Dragonslayer,NEUTRAL
LOOT_134,Toothy Chest,NEUTRAL
LOOT_134e,Toothy,NEUTRAL
LOOT_136,Sneaky Devil,NEUTRAL
LOOT_136e,Devilish Power,NEUTRAL
LOOT_137,Sleepy Dragon,NEUTRAL
LOOT_144,Hoarding Dragon,NEUTRAL
LOOT_149,Corridor Creeper,NEUTRAL
LOOT_149e,Creepier,NEUTRAL
LOOT_150,Furbolg Mossbinder,NEUTRAL
LOOT_150t1,Moss Elemental,NEUTRAL
LOOT_152,Boisterous Bard,NEUTRAL
LOOT_152e,Inspired,NEUTRAL
LOOT_153,Violet Wurm,NEUTRAL
LOOT_153t1,Grub,NEUTRAL
LOOT_154,Gravelsnout Knight,NEUTRAL
LOOT_161,Carnivorous Cube,NEUTRAL
LOOT_161e,Carnivorous Cube,NEUTRAL
LOOT_165,Sonya Shadowdancer,ROGUE
LOOT_165e,Sonya's Shadow,NEUTRAL
LOOT_167,Fungalmancer,NEUTRAL
LOOT_167e,Magic Mushroom,NEUTRAL
LOOT_170,Raven Familiar,MAGE
LOOT_172,Dragon's Fury,MAGE
LOOT_184,Silver Vanguard,NEUTRAL
LOOT_187,Twilight's Call,PRIEST
LOOT_187e,Shadowy,NEUTRAL
LOOT_193,Shimmering Courser,NEUTRAL
LOOT_203,Lesser Mithril Spellstone,WARRIOR
LOOT_203t2,Mithril Spellstone,WARRIOR
LOOT_203t3,Greater Mithril Spellstone,WARRIOR
LOOT_203t4,Mithril Golem,WARRIOR
LOOT_204,Cheat Death,ROGUE
LOOT_204e,Close Call,NEUTRAL
LOOT_209,Dragon Soul,PRIEST
LOOT_209t,Dragon Spirit,PRIEST
LOOT_210,Sudden Betrayal,ROGUE
LOOT_211,Elven Minstrel,ROGUE
LOOT_214,Evasion,ROGUE
LOOT_214e,Evasive,NEUTRAL
LOOT_216,Lynessa Sunsorrow,PALADIN
LOOT_216e,Light of the Exarch,NEUTRAL
LOOT_217,To My Side!,HUNTER
LOOT_218,Feral Gibberer,NEUTRAL
LOOT_222,Candleshot,HUNTER
LOOT_231,Arcane Artificer,MAGE
LOOT_233,Cursed Disciple,NEUTRAL
LOOT_233t,Cursed Revenant,NEUTRAL
LOOT_258,Dire Mole,NEUTRAL
LOOT_278,Unidentified Elixir,PRIEST
LOOT_278e,Tastes Like ????,NEUTRAL
LOOT_278t1,Elixir of Life,PRIEST
LOOT_278t1e,Sanguine,NEUTRAL
LOOT_278t2,Elixir of Purity,PRIEST
LOOT_278t2e,Pure,NEUTRAL
LOOT_278t3,Elixir of Shadows,PRIEST
LOOT_278t3e,Shadowtouched,NEUTRAL
LOOT_278t3e2,Shadowy,NEUTRAL
LOOT_278t4,Elixir of Hope,PRIEST
LOOT_278t4e,Hopeful,NEUTRAL
LOOT_285,Unidentified Shield,WARRIOR
LOOT_285t,Tower Shield +10,WARRIOR
LOOT_285t2,Serrated Shield,WARRIOR
LOOT_285t3,Runed Shield,WARRIOR
LOOT_285t3t,Iron Golem,WARRIOR
LOOT_285t4,Spiked Shield,WARRIOR
LOOT_285t4t,Spiked Shield,WARRIOR
LOOT_286,Unidentified Maul,PALADIN
LOOT_286t1,Champion's Maul,PALADIN
LOOT_286t2,Sacred Maul,PALADIN
LOOT_286t2e,Sacred Blessing,NEUTRAL
LOOT_286t3,Blessed Maul,PALADIN
LOOT_286t3e,Holy Blessings,NEUTRAL
LOOT_286t4,Purifier's Maul,PALADIN
LOOT_291,Shroom Brewer,NEUTRAL
LOOT_306,Possessed Lackey,WARLOCK
LOOT_309,Oaken Summons,DRUID
LOOT_313,Crystal Lion,PALADIN
LOOT_314,Grizzled Guardian,DRUID
LOOT_315,Trogg Gloomeater,NEUTRAL
LOOT_329,"Ixlid, Fungal Lord",DRUID
LOOT_333,Level Up!,PALADIN
LOOT_333e,+1 Level!,NEUTRAL
LOOT_344,Primal Talismans,SHAMAN
LOOT_344e,Primal Talisman,SHAMAN
LOOT_347,Kobold Apprentice,NEUTRAL
LOOT_351,Greedy Sprite,DRUID
LOOT_353,Psionic Probe,PRIEST
LOOT_357,Marin the Fox,NEUTRAL
LOOT_357l,Master Chest,NEUTRAL
LOOT_358,"Grumble, Worldshaker",SHAMAN
LOOT_358e,Grumbly Tumbly,NEUTRAL
LOOT_363,Drygulch Jailor,PALADIN
LOOT_364,Reckless Flurry,WARRIOR
LOOT_365,Gemstudded Golem,WARRIOR
LOOT_367,Drywhisker Armorer,WARRIOR
LOOT_368,Voidlord,WARLOCK
LOOT_370,Gather Your Party,WARRIOR
LOOT_373,Healing Rain,SHAMAN
LOOT_375,Guild Recruiter,NEUTRAL
LOOT_380,Woecleaver,WARRIOR
LOOT_382,Kobold Monk,NEUTRAL
LOOT_383,Hungry Ettin,NEUTRAL
LOOT_388,Fungal Enchanter,NEUTRAL
LOOT_389,Rummaging Kobold,NEUTRAL
LOOT_392,Twig of the World Tree,DRUID
LOOT_394,Shrieking Shroom,NEUTRAL
LOOT_398,Benevolent Djinn,PALADIN
LOOT_410,Duskbreaker,PRIEST
LOOT_412,Kobold Illusionist,ROGUE
LOOT_412e,Shadowy,NEUTRAL
LOOT_413,Plated Beetle,NEUTRAL
LOOT_414,Grand Archivist,NEUTRAL
LOOT_415,"Rin, the First Disciple",WARLOCK
LOOT_415t1,The First Seal,WARLOCK
LOOT_415t1t,Felhunter,WARLOCK
LOOT_415t2,The Second Seal,WARLOCK
LOOT_415t2t,Felhunter,WARLOCK
LOOT_415t3,The Third Seal,WARLOCK
LOOT_415t3t,Felhunter,WARLOCK
LOOT_415t4,The Fourth Seal,WARLOCK
LOOT_415t4t,Felhunter,WARLOCK
LOOT_415t5,The Final Seal,WARLOCK
LOOT_415t5t,Felhunter,WARLOCK
LOOT_415t6,"Azari, the Devourer",WARLOCK
LOOT_417,Cataclysm,WARLOCK
LOOT_420,Skull of the Man'ari,WARLOCK
LOOT_440e,Explosive,HUNTER
LOOT_500,Val'anyr,PALADIN
LOOT_500d,Val'anyr Reequip Effect Dummy,PALADIN
LOOT_500e,Wielding Val'anyr,NEUTRAL
LOOT_503,Lesser Onyx Spellstone,ROGUE
LOOT_503t,Onyx Spellstone,ROGUE
LOOT_503t2,Greater Onyx Spellstone,ROGUE
LOOT_504,Unstable Evolution,SHAMAN
LOOT_504t,Unstable Evolution,SHAMAN
LOOT_506,The Runespear,SHAMAN
LOOT_507,Lesser Diamond Spellstone,PRIEST
LOOT_507t,Diamond Spellstone,PRIEST
LOOT_507t2,Greater Diamond Spellstone,PRIEST
LOOT_511,Kathrena Winterwisp,HUNTER
LOOT_516,Zola the Gorgon,NEUTRAL
LOOT_517,Murmuring Elemental,SHAMAN
LOOT_517e,Murmurs,NEUTRAL
LOOT_517e2,Murmuring,NEUTRAL
LOOT_518,Windshear Stormcaller,SHAMAN
LOOT_519,Geosculptor Yip,WARRIOR
LOOT_520,Seeping Oozeling,HUNTER
LOOT_520e,Albino Chameleon,NEUTRAL
LOOT_521,Master Oakheart,NEUTRAL
LOOT_522,Crushing Walls,HUNTER
LOOT_526,The Darkness,NEUTRAL
LOOT_526d,The Darkness,NEUTRAL
LOOT_526et,Darkness Candle Detect,NEUTRAL
LOOT_526t,Darkness Candle,NEUTRAL
LOOT_528,Twilight Acolyte,PRIEST
LOOT_528e,Twilight Curse,WARRIOR
LOOT_529,Void Ripper,NEUTRAL
LOOT_529e,Void Shift,NEUTRAL
LOOT_534,Gilded Gargoyle,PRIEST
LOOT_535,Dragoncaller Alanna,MAGE
LOOT_535t,Fire Dragon,MAGE
LOOT_537,Leyline Manipulator,MAGE
LOOT_538,Temporus,PRIEST
LOOT_539,Spiteful Summoner,NEUTRAL
LOOT_540,Dragonhatcher,NEUTRAL
LOOT_541,King Togwaggle,NEUTRAL
LOOT_541t,King's Ransom,NEUTRAL
LOOT_542,Kingsbane,ROGUE
LOOT_542e,Kingsbane Shuffle,ROGUE
LOOT_998h,Tolin's Goblet,NEUTRAL
LOOT_998j,Zarog's Crown,NEUTRAL
LOOT_998k,Golden Kobold,NEUTRAL
LOOT_998l,Wondrous Wand,NEUTRAL
LOOT_998le,Wand's Wonder,NEUTRAL
LOOTA_102,Starving Crab,NEUTRAL
LOOTA_103,Sunken Chest,NEUTRAL
LOOTA_104,Reverberating Ooze,NEUTRAL
LOOTA_105,Deadly Spore,NEUTRAL
LOOTA_107,Shroomsayer,NEUTRAL
LOOTA_109,Gluttonous Trogg,NEUTRAL
LOOTA_109e,Delicious Magic,NEUTRAL
LOOTA_800,Potion of Vitality,NEUTRAL
LOOTA_801,Crystal Gem,NEUTRAL
LOOTA_802,Justicar's Ring,NEUTRAL
LOOTA_802e,Justicar's Ring Enchantment,NEUTRAL
LOOTA_803,Scepter of Summoning,NEUTRAL
LOOTA_803e,Scepter of Summoning Enchantment,NEUTRAL
LOOTA_804,Small Backpacks,NEUTRAL
LOOTA_805,Amulet of Domination,NEUTRAL
LOOTA_806,Wand of Disintegration,NEUTRAL
LOOTA_811,Orb of Destruction,NEUTRAL
LOOTA_812,Boots of Haste,NEUTRAL
LOOTA_812e,Boots of Haste Enchantment,NEUTRAL
LOOTA_813,Magic Mirror,NEUTRAL
LOOTA_814,Wish,NEUTRAL
LOOTA_816,Party Portal,NEUTRAL
LOOTA_817,Primordial Wand,NEUTRAL
LOOTA_818,Grommash's Armguards,NEUTRAL
LOOTA_818e,Grom's Amguards Enchantment,NEUTRAL
LOOTA_819,Archmage Staff,NEUTRAL
LOOTA_820,Aleatoric Cube,NEUTRAL
LOOTA_820e,Mysterious Power,DRUID
LOOTA_821,Vorpal Dagger,NEUTRAL
LOOTA_822,Rod of Roasting,NEUTRAL
LOOTA_823,Bag of Stuffing,NEUTRAL
LOOTA_824,Khadgar's Scrying Orb,NEUTRAL
LOOTA_824e,Khadgar's Scrying Orb Enchantment,NEUTRAL
LOOTA_825,Robe of the Magi,NEUTRAL
LOOTA_825e,Robe of the Magi Enchantment,NEUTRAL
LOOTA_826,Portable Ice Wall,NEUTRAL
LOOTA_827,Embers of Ragnaros,NEUTRAL
LOOTA_828,Captured Flag,NEUTRAL
LOOTA_828e,Banner of Inspiration,NEUTRAL
LOOTA_828e2,Banner of Inspiration Player Enchant,NEUTRAL
LOOTA_828e3,Banner of Inspiration,NEUTRAL
LOOTA_829,Loyal Sidekick,NEUTRAL
LOOTA_830,Shifting Hourglass,NEUTRAL
LOOTA_831,Glyph of Warding,NEUTRAL
LOOTA_831e,Glyph of Warding Enchantment,NEUTRAL
LOOTA_832,Cloak of Invisibility,NEUTRAL
LOOTA_832e,Invisible,NEUTRAL
LOOTA_832e2,Cloak of Invisiblity Player Enchant,NEUTRAL
LOOTA_833,Mysterious Tome,NEUTRAL
LOOTA_834,Gloves of Mugging,NEUTRAL
LOOTA_835,Greedy Pickaxe,NEUTRAL
LOOTA_836,Bag of Coins,NEUTRAL
LOOTA_837,Horn of Cenarius,NEUTRAL
LOOTA_838,Dr. Boom's Boombox,NEUTRAL
LOOTA_839,Scroll of Confusion,NEUTRAL
LOOTA_840,Wax Rager,NEUTRAL
LOOTA_841,Portable Forge,NEUTRAL
LOOTA_842,Quel'Delar,NEUTRAL
LOOTA_842a,Blade of Quel'Delar,NEUTRAL
LOOTA_842b,Hilt of Quel'Delar,NEUTRAL
LOOTA_842be,Armed?,NEUTRAL
LOOTA_842t,Forging Quel'Delar,NEUTRAL
LOOTA_843,THE CANDLE,NEUTRAL
LOOTA_845,Totem of the Dead,NEUTRAL
LOOTA_846,Battle Totem,NEUTRAL
LOOTA_847,Mask of Mimicry,NEUTRAL
LOOTA_BOSS_04e,Waxed,NEUTRAL
LOOTA_BOSS_04h,Waxmancer Sturmi,HUNTER
LOOTA_BOSS_04p,Sculpt Wax,NEUTRAL
LOOTA_BOSS_05h,Pathmaker Hamm,WARRIOR
LOOTA_BOSS_05p,Unstable Explosion,NEUTRAL
LOOTA_BOSS_06h,Blackseed,DRUID
LOOTA_BOSS_06p,Evolvomancy,NEUTRAL
LOOTA_BOSS_09h,Frostfur,MAGE
LOOTA_BOSS_09p,Freeze,NEUTRAL
LOOTA_BOSS_10h,Graves the Cleric,PRIEST
LOOTA_BOSS_10p,Light's Will,NEUTRAL
LOOTA_BOSS_110,Tag Team,PALADIN
LOOTA_BOSS_11e,Whipped Into Shape,NEUTRAL
LOOTA_BOSS_11h,Overseer Mogark,WARRIOR
LOOTA_BOSS_11p,Cruel Words,NEUTRAL
LOOTA_BOSS_12e,Charge!,NEUTRAL
LOOTA_BOSS_12h,Candlebeard,ROGUE
LOOTA_BOSS_12p,Charge!,NEUTRAL
LOOTA_BOSS_13h,Thaddock the Thief,ROGUE
LOOTA_BOSS_13p,Tactical Retreat,NEUTRAL
LOOTA_BOSS_15e,George and Karl Enchantment,PALADIN
LOOTA_BOSS_15h,George and Karl,PALADIN
LOOTA_BOSS_15p,Divinity,NEUTRAL
LOOTA_BOSS_16h,Spiritspeaker Azun,PRIEST
LOOTA_BOSS_16p,Totem of the Dead,NEUTRAL
LOOTA_BOSS_17h,Battlecrier Jin'zo,WARRIOR
LOOTA_BOSS_17p,Battle Totem,NEUTRAL
LOOTA_BOSS_18h,Giant Rat,HUNTER
LOOTA_BOSS_18p,Rat Race,NEUTRAL
LOOTA_BOSS_18t,Rat,NEUTRAL
LOOTA_BOSS_19h,Gutmook,SHAMAN
LOOTA_BOSS_19p,Digest Magic,NEUTRAL
LOOTA_BOSS_20h,Brimstone Warden,WARRIOR
LOOTA_BOSS_20p,Dispel Ward,NEUTRAL
LOOTA_BOSS_20t,Stone Golem,NEUTRAL
LOOTA_BOSS_21h,Gnosh the Greatworm,WARRIOR
LOOTA_BOSS_21p,Swallow Whole,NEUTRAL
LOOTA_BOSS_22h,Tad,HUNTER
LOOTA_BOSS_22p,Catch and Release,NEUTRAL
LOOTA_BOSS_22t,Tad's Pole,NEUTRAL
LOOTA_BOSS_23h,Bristlesnarl,HUNTER
LOOTA_BOSS_23p,Hunter's Call,NEUTRAL
LOOTA_BOSS_24e,Glooped,NEUTRAL
LOOTA_BOSS_24h,The Mothergloop,PALADIN
LOOTA_BOSS_24p,Gloop,NEUTRAL
LOOTA_BOSS_25h,Vustrasz the Ancient,PRIEST
LOOTA_BOSS_25p,Vindictive Breath,NEUTRAL
LOOTA_BOSS_26h,Xol the Unscathed,WARLOCK
LOOTA_BOSS_26p2,Beam of Frost,NEUTRAL
LOOTA_BOSS_26p3,Beam of Death,NEUTRAL
LOOTA_BOSS_26p4,Beam of Confusion,NEUTRAL
LOOTA_BOSS_26p5,Beam of Fear,NEUTRAL
LOOTA_BOSS_26p6,Beam of Fire,NEUTRAL
LOOTA_BOSS_26p7,Beam of Decay,NEUTRAL
LOOTA_BOSS_26p8,Beam Me Up!,NEUTRAL
LOOTA_BOSS_27h,Waxmancer Sturmi,HUNTER
LOOTA_BOSS_27p,Harden Sculpture,NEUTRAL
LOOTA_BOSS_28h,Pathmaker Hamm,WARRIOR
LOOTA_BOSS_28p,Unstable Demolition,NEUTRAL
LOOTA_BOSS_29h,Blackseed,DRUID
LOOTA_BOSS_29p,Greater Evolution,NEUTRAL
LOOTA_BOSS_30e,Whipped into Frenzy,NEUTRAL
LOOTA_BOSS_30h,Overseer Mogark,WARRIOR
LOOTA_BOSS_30p,Searing Lash,NEUTRAL
LOOTA_BOSS_31h,Candlebeard,ROGUE
LOOTA_BOSS_31p,Charrrrrge!,NEUTRAL
LOOTA_BOSS_32h,Karl and George,PALADIN
LOOTA_BOSS_33h,Gutmook,SHAMAN
LOOTA_BOSS_33p,Metabolized Magic,NEUTRAL
LOOTA_BOSS_34h,"Azari, the Devourer",WARLOCK
LOOTA_BOSS_34p,Devour,NEUTRAL
LOOTA_BOSS_35h,Elder Brandlemar,SHAMAN
LOOTA_BOSS_35p,Dampen Magic,NEUTRAL
LOOTA_BOSS_36h,Ixlid,DRUID
LOOTA_BOSS_36p,Sprouting Spore,NEUTRAL
LOOTA_BOSS_37h,Lyris the Wild Mage,MAGE
LOOTA_BOSS_37p,Arcane Infusion,NEUTRAL
LOOTA_BOSS_38h,Voodoomaster Vex,ROGUE
LOOTA_BOSS_38p,Totem of Chaos,NEUTRAL
LOOTA_BOSS_39h,Kraxx,WARRIOR
LOOTA_BOSS_39p,Giant Stomp,NEUTRAL
LOOTA_BOSS_40h,Seriona,PRIEST
LOOTA_BOSS_40p,Fading Light,NEUTRAL
LOOTA_BOSS_40pe,Fading,NEUTRAL
LOOTA_BOSS_41h,Whompwhisker,WARRIOR
LOOTA_BOSS_41p,Join the Fray,NEUTRAL
LOOTA_BOSS_42h,Elder Jari,DRUID
LOOTA_BOSS_42p,Mystic Barrier,NEUTRAL
LOOTA_BOSS_43h,Jeeru,DRUID
LOOTA_BOSS_43p,Three Wee Wishes,NEUTRAL
LOOTA_BOSS_44h,Wee Whelp,HUNTER
LOOTA_BOSS_44p,Baby Breath,NEUTRAL
LOOTA_BOSS_45h,Bink the Burglar,ROGUE
LOOTA_BOSS_45p,Coin,NEUTRAL
LOOTA_BOSS_46h,Fungalmancer Flurgl,SHAMAN
LOOTA_BOSS_46p,Fungal Infection,NEUTRAL
LOOTA_BOSS_46pe,Infected,NEUTRAL
LOOTA_BOSS_47h,Lava-Filled Chamber,SHAMAN
LOOTA_BOSS_47p,The Floor is Lava,NEUTRAL
LOOTA_BOSS_48h,Trapped Room,HUNTER
LOOTA_BOSS_48p,Alarm,NEUTRAL
LOOTA_BOSS_48t,Sawblade,NEUTRAL
LOOTA_BOSS_49h,The Darkness,PRIEST
LOOTA_BOSS_49p,Encroaching Darkness,NEUTRAL
LOOTA_BOSS_49t,Darkspawn,NEUTRAL
LOOTA_BOSS_49t2,Luminous Candle,NEUTRAL
LOOTA_BOSS_50h,Mushhuckster Max,PRIEST
LOOTA_BOSS_50p,"Mushroom, Mushroom",NEUTRAL
LOOTA_BOSS_50t,Mushroom Potion,NEUTRAL
LOOTA_BOSS_51h,Russell the Bard,ROGUE
LOOTA_BOSS_51p,Alluring Tune,NEUTRAL
LOOTA_BOSS_52h,Treasure Vault,ROGUE
LOOTA_BOSS_52p,Doors Are Closing,NEUTRAL
LOOTA_BOSS_52t,Treasure Coffer,NEUTRAL
LOOTA_BOSS_53h,Chronomancer Inara,MAGE
LOOTA_BOSS_53h2,Inara the Mage,MAGE
LOOTA_BOSS_53p,Stolen Time,NEUTRAL
LOOTA_BOSS_54h,A. F. Kay,PALADIN
LOOTA_BOSS_54p,Idle,NEUTRAL
LOOTA_BOSS_99h,King Togwaggle,ROGUE
LOOTA_BOSS_99p,Magic Candle,NEUTRAL
LOOTA_BOSS_99t,Rakanishu,NEUTRAL
LOOTA_Druid_01,Mana Growth,DRUID
LOOTA_Druid_02,Jungle King,DRUID
LOOTA_Druid_03,Natural Defense,DRUID
LOOTA_Druid_04,Jade Fangs,DRUID
LOOTA_Druid_05,Stampede,DRUID
LOOTA_Druid_06,Jungle Quest,DRUID
LOOTA_Druid_07,Cult of C'thun,DRUID
LOOTA_Druid_08,Wise Decisions,DRUID
LOOTA_Druid_09,Balance,DRUID
LOOTA_Druid_10,Restoration,DRUID
LOOTA_Druid_11,Taunt,DRUID
LOOTA_Druid_12,Stomp,DRUID
LOOTA_Hunter_01,Wee Beasts,HUNTER
LOOTA_Hunter_02,Big Beasts,HUNTER
LOOTA_Hunter_03,Shots,HUNTER
LOOTA_Hunter_04,Summoner,HUNTER
LOOTA_Hunter_05,Secrets,HUNTER
LOOTA_Hunter_06,Beast Training,HUNTER
LOOTA_Hunter_07,Weapons,HUNTER
LOOTA_Hunter_08,Tracker,HUNTER
LOOTA_Hunter_09,Deathrattle,HUNTER
LOOTA_Hunter_10,Legendary,HUNTER
LOOTA_Hunter_11,Defense,HUNTER
LOOTA_Hunter_12,Smugglers,HUNTER
LOOTA_Mage_20,Chaos,MAGE
LOOTA_Mage_21,Elementals,MAGE
LOOTA_Mage_22,Magical Friends,MAGE
LOOTA_Mage_23,Frost,MAGE
LOOTA_Mage_24,Fire,MAGE
LOOTA_Mage_25,Heroic Power,MAGE
LOOTA_Mage_27,Big Spells,MAGE
LOOTA_Mage_28,Arcane,MAGE
LOOTA_Mage_29,Lost Secrets,MAGE
LOOTA_Mage_30,Giant Army,MAGE
LOOTA_Mage_31,Defense,MAGE
LOOTA_Mage_32,Unique,MAGE
LOOTA_Paladin_01,Secrets,PALADIN
LOOTA_Paladin_04,Healing,PALADIN
LOOTA_Paladin_05,Divine Shield,PALADIN
LOOTA_Paladin_09,Justice,PALADIN
LOOTA_Paladin_11,Helping Hand,PALADIN
LOOTA_Paladin_12,Dragonmaster,PALADIN
LOOTA_Paladin_14,Silver Hand,PALADIN
LOOTA_Paladin_16,Legendary,PALADIN
LOOTA_Paladin_19,Taunt,PALADIN
LOOTA_Paladin_20,Sacred Arms,PALADIN
LOOTA_Paladin_21,Murlocs,PALADIN
LOOTA_Paladin_22,Many Blessings,PALADIN
LOOTA_Priest_01,Holy,PRIEST
LOOTA_Priest_02,Last Rites,PRIEST
LOOTA_Priest_03,Domination,PRIEST
LOOTA_Priest_04,Resurrection,PRIEST
LOOTA_Priest_05,Bag of Tricks,PRIEST
LOOTA_Priest_06,Shadow,PRIEST
LOOTA_Priest_07,Dragon Priest,PRIEST
LOOTA_Priest_08,Discipline,PRIEST
LOOTA_Priest_10,Unique,PRIEST
LOOTA_Priest_12,Elementals,PRIEST
LOOTA_Priest_13,Cult of C'Thun,PRIEST
LOOTA_Priest_9,Combo Caster,PRIEST
LOOTA_Rogue_01,Adrenaline Rush,ROGUE
LOOTA_Rogue_02,Evasive,ROGUE
LOOTA_Rogue_03,Blademaster,ROGUE
LOOTA_Rogue_04,Death Dealer,ROGUE
LOOTA_Rogue_05,Jade Lotus,ROGUE
LOOTA_Rogue_07,Greed,ROGUE
LOOTA_Rogue_09,Thief,ROGUE
LOOTA_Rogue_10,Assassin,ROGUE
LOOTA_Rogue_11,Outlaws,ROGUE
LOOTA_Rogue_13,Bag of Tricks,ROGUE
LOOTA_Rogue_15,Cult of C'thun,ROGUE
LOOTA_Rogue_16,Exhaustion,ROGUE
LOOTA_Shaman_01,Destruction,SHAMAN
LOOTA_Shaman_02,Frost,SHAMAN
LOOTA_Shaman_03,Restoration,SHAMAN
LOOTA_Shaman_04,Mutations,SHAMAN
LOOTA_Shaman_05,Battlecrier,SHAMAN
LOOTA_Shaman_06,Elementals,SHAMAN
LOOTA_Shaman_07,Murlocs,SHAMAN
LOOTA_Shaman_08,Overload,SHAMAN
LOOTA_Shaman_09,Totems,SHAMAN
LOOTA_Shaman_11,Jade Lotus,SHAMAN
LOOTA_Shaman_12,Farseer,SHAMAN
LOOTA_Shaman_13,Mechanized,SHAMAN
LOOTA_Warlock_01,Little Legion,WARLOCK
LOOTA_Warlock_02,Cult of C'thun,WARLOCK
LOOTA_Warlock_03,Unique,WARLOCK
LOOTA_Warlock_04,Discard,WARLOCK
LOOTA_Warlock_05,Lifesteal,WARLOCK
LOOTA_Warlock_06,Taunt,WARLOCK
LOOTA_Warlock_07,Swarm,WARLOCK
LOOTA_Warlock_08,Destruction,WARLOCK
LOOTA_Warlock_09,Sacrifice,WARLOCK
LOOTA_Warlock_10,Blood,WARLOCK
LOOTA_Warlock_11,Dire Demons,WARLOCK
LOOTA_Warlock_12,Huge Hand,WARLOCK
LOOTA_Warrior_01,Berserker,WARRIOR
LOOTA_Warrior_02,Everybody Hurts,WARRIOR
LOOTA_Warrior_03,Charge!,WARRIOR
LOOTA_Warrior_04,Weapons,WARRIOR
LOOTA_Warrior_05,Armor,WARRIOR
LOOTA_Warrior_06,Pirates,WARRIOR
LOOTA_Warrior_07,Taunt,WARRIOR
LOOTA_Warrior_08,Smash!,WARRIOR
LOOTA_Warrior_09,Re-Enforcer,WARRIOR
LOOTA_Warrior_10,Legendary,WARRIOR
LOOTA_Warrior_12,Dragon Heart,WARRIOR
LOOTA_Warrior_13,Recruiter,WARRIOR
Mekka1,Homing Chicken,NEUTRAL
Mekka2,Repair Bot,NEUTRAL
Mekka3,Emboldener 3000,NEUTRAL
Mekka3e,Emboldened!,NEUTRAL
Mekka4,Poultryizer,NEUTRAL
Mekka4e,Transformed,NEUTRAL
Mekka4t,Chicken,NEUTRAL
NAX10_01,Patchwerk,NEUTRAL
NAX10_01H,Patchwerk,NEUTRAL
NAX10_02,Hook,NEUTRAL
NAX10_02H,Hook,NEUTRAL
NAX10_03,Hateful Strike,NEUTRAL
NAX10_03H,Hateful Strike,NEUTRAL
NAX11_01,Grobbulus,NEUTRAL
NAX11_01H,Grobbulus,NEUTRAL
NAX11_02,Poison Cloud,NEUTRAL
NAX11_02H,Poison Cloud,NEUTRAL
NAX11_02H_2_TB,Poison Cloud,NEUTRAL
NAX11_03,Fallout Slime,NEUTRAL
NAX11_04,Mutating Injection,NEUTRAL
NAX11_04e,Mutating Injection,NEUTRAL
NAX12_01,Gluth,NEUTRAL
NAX12_01H,Gluth,NEUTRAL
NAX12_02,Decimate,NEUTRAL
NAX12_02e,Decimate,NEUTRAL
NAX12_02H,Decimate,NEUTRAL
NAX12_02H_2_TB,Decimate,NEUTRAL
NAX12_02H_2c_TB,Decimate,NEUTRAL
NAX12_03,Jaws,NEUTRAL
NAX12_03e,Extra Teeth,NEUTRAL
NAX12_03H,Jaws,NEUTRAL
NAX12_04,Enrage,NEUTRAL
NAX12_04e,Enrage,NEUTRAL
NAX13_01,Thaddius,NEUTRAL
NAX13_01H,Thaddius,NEUTRAL
NAX13_02,Polarity Shift,NEUTRAL
NAX13_02e,Polarity,NEUTRAL
NAX13_03,Supercharge,NEUTRAL
NAX13_03e,Supercharged,NEUTRAL
NAX13_04H,Feugen,NEUTRAL
NAX13_05H,Stalagg,NEUTRAL
NAX14_01,Sapphiron,NEUTRAL
NAX14_01H,Sapphiron,NEUTRAL
NAX14_02,Frost Breath,NEUTRAL
NAX14_03,Frozen Champion,NEUTRAL
NAX14_04,Pure Cold,NEUTRAL
NAX15_01,Kel'Thuzad,NEUTRAL
NAX15_01e,Interloper!,NEUTRAL
NAX15_01H,Kel'Thuzad,NEUTRAL
NAX15_01He,Interloper!,NEUTRAL
NAX15_02,Frost Blast,NEUTRAL
NAX15_02H,Frost Blast,NEUTRAL
NAX15_03n,Guardian of Icecrown,NEUTRAL
NAX15_03t,Guardian of Icecrown,NEUTRAL
NAX15_04,Chains,NEUTRAL
NAX15_04a,Slave of Kel'Thuzad,NEUTRAL
NAX15_04H,Chains,NEUTRAL
NAX15_05,Mr. Bigglesworth,NEUTRAL
NAX1_01,Anub'Rekhan,NEUTRAL
NAX1_03,Nerubian,NEUTRAL
NAX1_04,Skitter,NEUTRAL
NAX1_05,Locust Swarm,NEUTRAL
NAX1h_01,Anub'Rekhan,NEUTRAL
NAX1h_03,Nerubian,NEUTRAL
NAX1h_04,Skitter,NEUTRAL
NAX2_01,Grand Widow Faerlina,NEUTRAL
NAX2_01H,Grand Widow Faerlina,NEUTRAL
NAX2_03,Rain of Fire,NEUTRAL
NAX2_03H,Rain of Fire,NEUTRAL
