,id,id_hash,name,class,type,description
4308,ICC_041,-3951254775678448643,Defile,WARLOCK,5,"Deal $1 damage to all minions. If any die, cast this again."
4309,ICC_047,-877105047931375260,Fatespinner,DRUID,4,<b>Choose a Deathrattle (Secretly) -</b> Deal 3 damage to all minions; or Give them +2/+2.
4310,ICC_047a,3788824619467056213,Growth,DRUID,5,<b>Deathrattle:</b> Give all minions +2/+2.
4311,ICC_047b,-8751673954087058053,Decay,DRUID,5,<b>Deathrattle:</b> Deal 3 damage to all minions.
4312,ICC_047e,4065366811956295967,Growth,DRUID,6,+2/+2.
4313,ICC_047t,-349680611577015744,Fatespinner,DRUID,4,<b>Secret Deathrattle:</b> Deal 3 damage to all minions; or Give them +2/+2.@<b>Secret Deathrattle:</b> Give +2/+2 to all minions.@<b>Secret Deathrattle:</b> Deal 3 damage to all minions.
4314,ICC_047t2,4267067917009069904,Fatespinner,DRUID,4,<b>Deathrattle:</b> Deal 3 damage to all minions and give them +2/+2.
4315,ICC_049,-7576448335710611572,Toxic Arrow,HUNTER,5,"Deal $2 damage to a minion. If it survives, give it <b>Poisonous</b>."
4316,ICC_049e,-5915619467541630709,Toxic Arrow,NEUTRAL,6,<b>Poisonous</b>
4317,ICC_050,1508957945718881619,Webweave,DRUID,5,Summon two 1/2 <b>Poisonous</b> Spiders.
4318,ICC_051,3349431226223774903,Druid of the Swarm,DRUID,4,<b>Choose One -</b> Transform into a 1/2 with <b>Poisonous</b>; or a 1/5 with <b>Taunt</b>.
4319,ICC_051a,1968480154887162027,Spider Form,DRUID,4,<b>Poisonous</b>
4320,ICC_051b,-154191067872879306,Scarab Form,DRUID,4,<b>Taunt</b>
4321,ICC_051t,-5711435773307069525,Druid of the Swarm,DRUID,4,<b>Poisonous</b>
4322,ICC_051t2,-4144416117907244,Druid of the Swarm,DRUID,4,<b>Taunt</b>
4323,ICC_051t3,5865295419966835134,Druid of the Swarm,DRUID,4,"<b>Taunt</b>
<b>Poisonous</b>"
4324,ICC_052,-5116618092842410148,Play Dead,HUNTER,5,Trigger a friendly minion's <b>Deathrattle</b>.
4325,ICC_054,6242063851163655287,Spreading Plague,DRUID,5,"Summon a 1/5 Scarab with <b>Taunt</b>. If your_opponent has more minions, cast this again."
4326,ICC_055,-5397914141546708030,Drain Soul,WARLOCK,5,"<b>Lifesteal</b>
Deal $2 damage
to a minion."
4327,ICC_056,7502372441551179309,Cryostasis,SHAMAN,5,Give a minion +3/+3 and <b>Freeze</b> it.
4328,ICC_056e,6416359859429591030,Frozen Blood,NEUTRAL,6,+3/+3.
4329,ICC_058,5987175506808518042,Brrrloc,SHAMAN,4,<b>Battlecry:</b> <b>Freeze</b> an_enemy.
4330,ICC_062,8610506712456019889,Mountainfire Armor,WARRIOR,4,"<b>Deathrattle:</b> If it's your opponent's turn,
gain 6 Armor."
4331,ICC_064,7249274732799477872,Blood Razor,WARRIOR,7,"<b>Battlecry and Deathrattle:</b>
Deal 1 damage to all_minions."
4332,ICC_065,6776803956117582557,Bone Baron,ROGUE,4,<b>Deathrattle:</b> Add two 1/1 Skeletons to your hand.
4333,ICC_067,-2924069164889069200,Vryghoul,NEUTRAL,4,"[x]<b>Deathrattle:</b> If it's your
opponent's turn,
summon a 2/2 Ghoul."
4334,ICC_068,3385445428132110287,Ice Walker,MAGE,4,Your Hero Power also <b><b>Freeze</b>s</b> the target.
4335,ICC_069,-3627242449572126823,Ghastly Conjurer,MAGE,4,<b>Battlecry:</b> Add a 'Mirror Image' spell to your hand.
4336,ICC_071,-2947278956310320767,Light's Sorrow,PALADIN,7,"After a friendly minion loses <b>Divine Shield</b>, gain +1 Attack."
4337,ICC_071e,-3012557829418962238,Dying Light,PALADIN,6,Increased Attack.
4338,ICC_075,8469164199879737141,Despicable Dreadlord,WARLOCK,4,"At the end of your turn, deal 1 damage to all enemy minions."
4339,ICC_078,4513715099693333820,Avalanche,SHAMAN,5,<b>Freeze</b> a minion and deal $3 damage to adjacent ones.
4340,ICC_079,-5639850037333086409,Gnash,DRUID,5,Give your hero +3_Attack this turn. Gain 3 Armor.
4341,ICC_079e,-6602198620314311134,Gnash,DRUID,6,+3 Attack this turn.
4342,ICC_081,5684648115705256760,Drakkari Defender,SHAMAN,4,"<b>Taunt</b>
<b>Overload:</b> (3)"
4343,ICC_082,-3820724164696459486,Frozen Clone,MAGE,5,"<b>Secret:</b> After your opponent plays a minion, add two copies of it to_your hand."
4344,ICC_083,-4197689684567298258,Doomed Apprentice,MAGE,4,Your opponent's spells cost (1) more.
4345,ICC_083e,-8034041485326684107,Dooooooomed!,NEUTRAL,6,Costs (1) more.
4346,ICC_085,-5364745624779142960,Ultimate Infestation,DRUID,5,"[x]Deal $5 damage. Draw
5 cards. Gain 5 Armor.
Summon a 5/5 Ghoul."
4347,ICC_085t,6103637004522940725,Ghoul Infestor,DRUID,4,
4348,ICC_086,-1274695290843909240,Glacial Mysteries,MAGE,5,"Put one of each <b>Secret</b> from your deck into
the battlefield."
4349,ICC_088,5969617435169975308,Voodoo Hexxer,SHAMAN,4,"<b>Taunt</b>
<b>Freeze</b> any character damaged by this minion."
4350,ICC_089,5176168265294273160,Ice Fishing,SHAMAN,5,Draw 2 Murlocs from your deck.
4351,ICC_090,-5509547895033357850,Snowfury Giant,SHAMAN,4,Costs (1) less for each Mana Crystal you've <b><b>Overload</b>ed</b> this game.
4352,ICC_091,2687570435017565685,Dead Man's Hand,WARRIOR,5,Shuffle a copy of your hand into your deck.
4353,ICC_092,-625016560073737015,Acherus Veteran,NEUTRAL,4,<b>Battlecry:</b> Give a friendly minion +1 Attack.
4354,ICC_092e,272837557097413306,Veteran's Favor,NEUTRAL,6,+1 Attack.
4355,ICC_093,4129009008783155387,Tuskarr Fisherman,NEUTRAL,4,<b>Battlecry:</b> Give a friendly minion <b>Spell Damage +1</b>.
4356,ICC_093e,6348743165466335439,Fresh Fish!,NEUTRAL,6,<b>Spell Damage +1</b>.
4357,ICC_094,-7103949427146523873,Fallen Sun Cleric,NEUTRAL,4,<b>Battlecry:</b> Give a friendly minion +1/+1.
4358,ICC_094e,-5591413577626433949,Cleric's Blessing,NEUTRAL,6,+1/+1.
4359,ICC_096,-6856817879304316507,Furnacefire Colossus,NEUTRAL,4,<b>Battlecry:</b> Discard all weapons from your hand and gain their stats.
4360,ICC_096e,-616262934196147716,Me Bigger,NEUTRAL,6,Increased stats.
4361,ICC_097,1318532290299146065,Grave Shambler,NEUTRAL,4,"Whenever your weapon is destroyed, gain +1/+1."
4362,ICC_097e,-3408779552867485717,Armed and Dangerous,NEUTRAL,6,Increased stats.
4363,ICC_098,6302019565551862909,Tomb Lurker,NEUTRAL,4,"[x]<b>Battlecry:</b> Add a random
<b>Deathrattle</b> minion that died
this game to your hand."
4364,ICC_099,-8416451949602179229,Ticking Abomination,NEUTRAL,4,<b>Deathrattle:</b> Deal 5 damage to your minions.
4365,ICC_200,-1364580930802905318,Venomstrike Trap,HUNTER,5,"<b>Secret:</b> When one of your minions is attacked, summon a 2/3_<b>Poisonous</b> Cobra."
4366,ICC_201,4590652762817211619,Roll the Bones,ROGUE,5,"Draw a card.
If it has <b>Deathrattle</b>, cast this again."
4367,ICC_204,-5486517237741550600,Professor Putricide,HUNTER,4,"After you play a <b>Secret</b>,
put a random Hunter <b>Secret</b> into the battlefield."
4368,ICC_206,-1367884754976499553,Treachery,WARLOCK,5,Choose a friendly minion and give it to_your opponent.
4369,ICC_207,8876005443032538650,Devour Mind,PRIEST,5,Copy 3 cards in your opponent's deck and add them to your hand.
4370,ICC_210,3726009448683657557,Shadow Ascendant,PRIEST,4,"[x]At the end of your turn,
give another random
friendly minion +1/+1."
4371,ICC_210e,931157771267941351,Ascended,PRIEST,6,Stats increased.
4372,ICC_212,1091574414113423267,Acolyte of Agony,PRIEST,4,<b>Lifesteal</b>
4373,ICC_213,4001536431600212658,Eternal Servitude,PRIEST,5,<b>Discover</b> a friendly minion that died this game. Summon it.
4374,ICC_214,4192923817048816411,Obsidian Statue,PRIEST,4,"[x]<b>Taunt, Lifesteal</b>
<b>Deathrattle:</b> Destroy a
 random enemy minion."
4375,ICC_215,-4891868146015168861,Archbishop Benedictus,PRIEST,4,<b>Battlecry:</b> Shuffle a copy of_your opponent's deck into your deck.
4376,ICC_218,5595921698341433518,Howlfiend,WARLOCK,4,"Whenever this minion takes damage, discard a_random card."
4377,ICC_220,-6972479105963351392,Deadscale Knight,NEUTRAL,4,<b>Lifesteal</b>
4378,ICC_221,-1005214762873878985,Leeching Poison,ROGUE,5,Give your weapon <b>Lifesteal</b> this turn.
4379,ICC_221e,-8309619698926949119,Leeching Poison,ROGUE,6,Has <b>Lifesteal</b> this turn.
4380,ICC_233,-6331543826356397438,Doomerang,ROGUE,5,"Throw your weapon at a minion. It deals its damage, then returns to_your hand."
4381,ICC_235,2686027624181683732,Shadow Essence,PRIEST,5,Summon a 5/5 copy of_a random minion in_your deck.
4382,ICC_235e,2473377436775370369,Shadow Essence,NEUTRAL,6,Attack and Health set to 5.
4383,ICC_236,-3380639986843623437,Ice Breaker,SHAMAN,7,Destroy any <b>Frozen</b> minion damaged by_this.
4384,ICC_238,-137695025304502791,Animated Berserker,WARRIOR,4,"After you play a minion, deal 1 damage to it."
4385,ICC_240,2861738044235911323,Runeforge Haunter,ROGUE,4,"During your turn, your weapon doesn't lose Durability."
4386,ICC_240e,440081857327253014,Resilient Weapon,ROGUE,6,No durability loss.
4387,ICC_243,-701248749334922668,Corpse Widow,HUNTER,4,Your <b>Deathrattle</b> cards cost_(2) less.
4388,ICC_243e,-4462806407691180920,Exhumed,NEUTRAL,6,Costs (2) less.
4389,ICC_244,-99972700893185862,Desperate Stand,PALADIN,5,"Give a minion ""<b>Deathrattle:</b> Return this to life with 1 Health."""
4390,ICC_244e,5134096037811358021,Redeemed,PALADIN,6,<b>Deathrattle:</b> Return this to life with 1 Health.
4391,ICC_245,6872266079197294576,Blackguard,PALADIN,4,"Whenever your hero is healed, deal that much damage to a random enemy minion."
4392,ICC_252,-5742982549371956447,Coldwraith,MAGE,4,"<b>Battlecry:</b> If an enemy is <b>Frozen</b>, draw a card."
4393,ICC_257,-2677215609833020759,Corpse Raiser,NEUTRAL,4,"[x]<b>Battlecry:</b> Give a friendly
minion ""<b>Deathrattle:</b>
  Resummon this minion."""
4394,ICC_257e,5249810688460909167,Ready to Return,NEUTRAL,6,<b>Deathrattle:</b> Resummon this minion.
4395,ICC_281,-6903407846046826155,Forge of Souls,WARRIOR,5,Draw 2 weapons from your deck.
4396,ICC_289,-170782511718428751,Moorabi,SHAMAN,4,"Whenever another minion is <b>Frozen</b>, add a copy of it to your hand."
4397,ICC_314,-6698772954558210334,The Lich King,NEUTRAL,4,"[x]<b>Taunt</b>
At the end of your turn,
add a random <b>Death Knight</b>
card to your hand."
4398,ICC_314t1,-1610388601127917427,Frostmourne,DEATHKNIGHT,7,<b>Deathrattle:</b> Summon every minion killed by this weapon.
4399,ICC_314t1e,-2279136274986388381,Trapped Soul,NEUTRAL,6,{0}
4400,ICC_314t2,4224669334512654661,Army of the Dead,DEATHKNIGHT,5,Remove the top 5 cards of your deck. Summon any minions removed.
4401,ICC_314t3,1459145929106528799,Doom Pact,DEATHKNIGHT,5,"[x]Destroy all minions. 
Remove the top card 
from your deck for each
minion destroyed."
4402,ICC_314t4,577699858382009005,Death Grip,DEATHKNIGHT,5,Steal a minion from your opponent's deck and add it to your hand.
4403,ICC_314t5,-3436718238340754598,Death Coil,DEATHKNIGHT,5,"Deal $5 damage to an enemy, or restore #5 Health to a friendly character."
4404,ICC_314t6,-4787025580479445549,Obliterate,DEATHKNIGHT,5,Destroy a minion. Your hero takes damage equal to its Health.
4405,ICC_314t7,-78864044165514245,Anti-Magic Shell,DEATHKNIGHT,5,"Give your minions +2/+2 and ""Can't be targeted by spells or Hero Powers."""
4406,ICC_314t7e,1966272989038506394,Anti-Magic Shell,NEUTRAL,6,"+2/+2 and ""Can't be targeted by spells or Hero Powers."""
4407,ICC_314t8,5335811596783552209,Death and Decay,DEATHKNIGHT,5,Deal $3 damage to all enemies.
4408,ICC_405,-7738936086451284012,Rotface,WARRIOR,4,"[x]After this minion
survives damage,
summon a random
<b>Legendary</b> minion."
4409,ICC_407,7343486152714312434,Gnomeferatu,WARLOCK,4,"<b>Battlecry:</b> Remove
the top card of your opponent's deck."
4410,ICC_408,6303679345741276549,Val'kyr Soulclaimer,WARRIOR,4,"[x]After this minion
survives damage,
summon a 2/2 Ghoul."
4411,ICC_415,6172452444049267673,Stitched Tracker,HUNTER,4,<b>Battlecry:</b> <b>Discover</b> a copy of a minion in your deck.
4412,ICC_419,676228405263017070,Bearshark,HUNTER,4,Can't be targeted by spells or Hero Powers.
4413,ICC_450,2470175226521939237,Death Revenant,WARRIOR,4,<b>Battlecry:</b> Gain +1/+1 for each damaged minion.
4414,ICC_450e,-1871322328568146524,Bloodthirsty,NEUTRAL,6,Increased stats.
4415,ICC_466,8621024725988396360,Saronite Chain Gang,NEUTRAL,4,"[x]<b>Taunt</b>
<b>Battlecry:</b> Summon another
Saronite Chain Gang."
4416,ICC_467,-6986146791961303915,Deathspeaker,NEUTRAL,4,<b>Battlecry:</b> Give a friendly minion <b>Immune</b> this turn.
4417,ICC_467e,-6814946005431812601,Deathward,NEUTRAL,6,<b>Immune</b> this turn.
4418,ICC_468,-8668495083293657323,Wretched Tiller,NEUTRAL,4,"Whenever this minion attacks, deal 2 damage to_the enemy hero."
4419,ICC_469,-1407579547343097603,Unwilling Sacrifice,WARLOCK,5,Choose a friendly minion. Destroy it and a random enemy minion.
4420,ICC_481,1616905800814470787,"Thrall, Deathseer",SHAMAN,3,<b>Battlecry:</b> Transform your minions into random ones that cost (2) more.
4421,ICC_481p,1221312085374810635,Transmute Spirit,NEUTRAL,10,<b>Hero Power:</b> Transform a friendly minion into a random one that costs (1) more.
4422,ICC_483e,5255605787173385512,Frostmourne Enchantment,NEUTRAL,6,
4423,ICC_700,-1525239659294030121,Happy Ghoul,NEUTRAL,4,Costs (0) if your hero was healed this turn.
4424,ICC_701,5726622124321085549,Skulking Geist,NEUTRAL,4,"<b>Battlecry:</b> Destroy all
1-Cost spells in both hands and decks."
4425,ICC_702,-2311470443429874417,Shallow Gravedigger,NEUTRAL,4,<b>Deathrattle:</b> Add a random <b>Deathrattle</b> minion to your_hand.
4426,ICC_705,8404961584495085573,Bonemare,NEUTRAL,4,<b>Battlecry:</b> Give a friendly minion +4/+4 and <b>Taunt</b>.
4427,ICC_705e,-1614317155358539528,Bonemare's Boon,NEUTRAL,6,+4/+4 and <b>Taunt</b>.
4428,ICC_706,-6437513273717500805,Nerubian Unraveler,NEUTRAL,4,Spells cost (2) more.
4429,ICC_706e,-5387331596878942944,Unravelled,NEUTRAL,6,Costs (2) more.
4430,ICC_800h3t,8677630691233845172,Zombeast,NEUTRAL,4,
4431,ICC_801,1228238817318527961,Howling Commander,PALADIN,4,<b>Battlecry:</b> Draw a <b>Divine_Shield</b> minion from your deck.
4432,ICC_802,5766921284395772494,Spirit Lash,PRIEST,5,"<b>Lifesteal</b>
Deal $1 damage to_all_minions."
4433,ICC_807,-1032152242532045271,Strongshell Scavenger,DRUID,4,<b>Battlecry:</b> Give your <b>Taunt</b> minions +2/+2.
4434,ICC_807e,-2348334431623471157,Strongshell,NEUTRAL,6,+2/+2.
4435,ICC_808,1431632539946456514,Crypt Lord,DRUID,4,"[x]<b>Taunt</b>
After you summon a minion,
 gain +1 Health."
4436,ICC_808e,577668721850647912,Might of Ner'ub,DRUID,6,Increased Health.
4437,ICC_809,-6236179344456864672,Plague Scientist,ROGUE,4,<b>Combo:</b> Give a friendly minion <b>Poisonous</b>.
4438,ICC_809e,-7090090491134526861,Test Subject,ROGUE,6,<b>Poisonous</b>
4439,ICC_810,1876149960588897506,Deathaxe Punisher,NEUTRAL,4,<b>Battlecry:</b> Give a random <b>Lifesteal</b> minion in your hand +2/+2.
4440,ICC_810e,3341238850165621807,Bloodthirsty,NEUTRAL,6,+2/+2 from Deathaxe Punisher.
4441,ICC_811,-5182216161472009281,Lilian Voss,ROGUE,4,<b>Battlecry:</b> Replace spells in your hand with random spells <i>(from your opponent's class).</i>
4442,ICC_812,6470402201248375838,Meat Wagon,NEUTRAL,4,"[x]<b>Deathrattle:</b> Summon a
minion from your deck
with less Attack than
this minion."
4443,ICC_820,800125181852386860,Chillblade Champion,PALADIN,4,"<b>Charge</b>
<b>Lifesteal</b>"
4444,ICC_823,-2131829465244680876,Simulacrum,MAGE,5,Copy the lowest Cost minion in your hand.
4445,ICC_825,-9055767001776360396,Abominable Bowman,HUNTER,4,"[x]<b>Deathrattle:</b> Summon
a random friendly Beast
that died this game."
4446,ICC_827,3449013526265474910,Valeera the Hollow,ROGUE,3,<b>Battlecry:</b> Gain <b>Stealth</b> until your next turn.
4447,ICC_827e,-6708420899348676862,Shadow Reflection,ROGUE,6,Always copy your last played card.
4448,ICC_827e3,-6577280159613808665,Veil of Shadows,ROGUE,6,<b>Stealth</b> until your next turn.
4449,ICC_827p,-1349606813698579198,Death's Shadow,ROGUE,10,"<b>Passive Hero Power</b>
During your turn, add a 'Shadow Reflection' to your hand."
4450,ICC_827t,-7635453185731709384,Shadow Reflection,ROGUE,5,"Each time you play a card, transform this into a copy of it."
4451,ICC_828,-3150895835968602552,Deathstalker Rexxar,HUNTER,3,"[x]<b>Battlecry:</b> Deal 2 damage
to all enemy minions."
4452,ICC_828e,8855331201408816001,Stitched,HUNTER,6,{0} and {1}.
4453,ICC_828p,5089136948163158463,Build-A-Beast,NEUTRAL,10,"<b>Hero Power</b>
Craft a custom Zombeast."
4454,ICC_828t,6730674894375510812,Zombeast,HUNTER,4,"{0}
{1}"
4455,ICC_828t2,-6379372496376483364,Stubborn Gastropod,NEUTRAL,4,"<b>Taunt</b>
  <b>Poisonous</b>@<b>Taunt</b>, <b>Poisonous</b>"
4456,ICC_828t3,-4422050380910993802,Giant Wasp,NEUTRAL,4,"<b>Stealth</b>
 <b>Poisonous</b>@<b>Stealth</b>, <b>Poisonous</b>"
4457,ICC_828t4,6191274002681994191,Stoneskin Basilisk,NEUTRAL,4,"<b>Divine Shield</b>
 <b>Poisonous</b>@<b>Divine Shield</b>, <b>Poisonous</b>"
4458,ICC_828t5,4868803535773976562,Hunting Mastiff,HUNTER,4,"<b>Echo</b>
<b>Rush</b>@<b>Echo</b>, <b>Rush</b>"
4459,ICC_828t6,-6693057856625202365,Vilebrood Skitterer,HUNTER,4,"<b>Poisonous</b>
<b>Rush</b>@<b>Poisonous</b>, <b>Rush</b>"
4460,ICC_828t7,2107929702256191480,Vicious Scalehide,NEUTRAL,4,"<b>Lifesteal</b>
<b>Rush</b>@<b>Lifesteal</b>, <b>Rush</b>"
4461,ICC_829,-3210218596333674945,Uther of the Ebon Blade,PALADIN,3,<b>Battlecry:</b> Equip a 5/3 <b>Lifesteal</b> weapon.
4462,ICC_829p,6486716366865835472,The Four Horsemen,NEUTRAL,10,"[x]<b>Hero Power</b>
Summon a 2/2 Horseman.
If you have all 4, destroy
the enemy hero."
4463,ICC_829t,88725069000876121,Grave Vengeance,PALADIN,7,<b>Lifesteal</b>
4464,ICC_829t2,6732957826200022330,Deathlord Nazgrim,PALADIN,4,
4465,ICC_829t3,-8303437265207934069,Thoras Trollbane,PALADIN,4,
4466,ICC_829t4,2996026049768656431,Inquisitor Whitemane,PALADIN,4,
4467,ICC_829t5,1154485934509582091,Darion Mograine,PALADIN,4,
4468,ICC_830,-751372233789084664,Shadowreaper Anduin,PRIEST,3,<b>Battlecry:</b> Destroy all minions with 5 or more_Attack.
4469,ICC_830p,1931409505234858392,Voidform,PRIEST,10,"[x]<b>Hero Power</b>
Deal $2 damage.
After you play a card,
refresh this."
4470,ICC_831,5490035492988706289,Bloodreaver Gul'dan,WARLOCK,3,<b>Battlecry:</b> Summon all friendly Demons that_died_this_game.
4471,ICC_831p,3781043762098120223,Siphon Life,NEUTRAL,10,"<b>Hero Power</b>
<b>Lifesteal</b>
Deal $3 damage."
4472,ICC_832,8940057580496175654,Malfurion the Pestilent,DRUID,3,"[x]<b>Choose One -</b>
Summon 2 <b>Poisonous</b>
Spiders; or 2 Scarabs
with <b>Taunt</b>."
4473,ICC_832a,-8924418011030498263,Scarab Plague,DRUID,5,Summon two 1/5 Scarabs with <b>Taunt</b>.
4474,ICC_832b,8703157482204380849,Spider Plague,DRUID,5,"[x]Summon two 1/2
Spiders with <b>Poisonous</b>."
4475,ICC_832e,1896365126442532508,Fangs,NEUTRAL,6,+3 Attack this turn.
4476,ICC_832p,9096764692357871304,Plague Lord,NEUTRAL,10,"[x]<b>Hero Power</b>
<b>Choose One -</b> +3 Attack
this turn; or Gain 3 Armor."
4477,ICC_832pa,3758829915552732369,Scarab Shell,DRUID,5,+3 Armor.
4478,ICC_832pb,-5406370498709404505,Spider Fangs,DRUID,5,+3 Attack.
4479,ICC_832t3,1843595864974664697,Frost Widow,DRUID,4,<b>Poisonous</b>
4480,ICC_832t4,4788530537052566187,Scarab Beetle,DRUID,4,<b>Taunt</b>
4481,ICC_833,3889214855960971189,Frost Lich Jaina,MAGE,3,"[x]<b>Battlecry:</b> Summon a
3/6 Water Elemental.
Your Elementals have
<b>Lifesteal</b> this game."
4482,ICC_833e,-2727228066931517901,Frost Lich,NEUTRAL,6,Your Elementals have <b>Lifesteal</b>.
4483,ICC_833e2,6278852080152257523,Icy Veins,NEUTRAL,6,Frost Lich Jaina is granting your Elementals <b>Lifesteal</b>.
4484,ICC_833h,8365116583857597860,Icy Touch,NEUTRAL,10,"<b>Hero Power</b>
 Deal $1 damage. If this kills a minion, summon a Water Elemental."
4485,ICC_833t,8450500684497287819,Water Elemental,MAGE,4,<b>Freeze</b> any character damaged by this minion.
4486,ICC_834,-3483695531014345455,Scourgelord Garrosh,WARRIOR,3,<b>Battlecry</b>: Equip a 4/3_Shadowmourne that also damages adjacent minions.
4487,ICC_834h,5602193647311846254,Bladestorm,WARRIOR,10,"<b>Hero Power</b>
 Deal $1 damage to all_minions."
4488,ICC_834w,-7843765877414971413,Shadowmourne,WARRIOR,7,Also damages the minions next to whomever your hero_attacks.
4489,ICC_835,2374092201232040641,Hadronox,DRUID,4,"<b>Deathrattle:</b> Summon your <b>Taunt</b> minions that
died this game."
4490,ICC_836,-9100777495317382425,Breath of Sindragosa,MAGE,5,Deal $2 damage to a random enemy minion and <b>Freeze</b> it.
4491,ICC_837,-4692362821776732167,Bring It On!,WARRIOR,5,Gain 10 Armor. Reduce the Cost of minions in your opponent's hand by (2).
4492,ICC_837e,-7190678317035866477,Challenged,NEUTRAL,6,Minion cost reduced by (2).
4493,ICC_838,8370385594659973505,Sindragosa,MAGE,4,<b>Battlecry:</b> Summon two 0/1 Frozen Champions.
4494,ICC_838t,-2285481862519520716,Frozen Champion,MAGE,4,"[x]<b>Deathrattle:</b> Add a
random <b>Legendary</b> minion
to your hand."
4495,ICC_841,-50095734920999636,Blood-Queen Lana'thel,WARLOCK,4,"[x]<b>Lifesteal</b>
Has +1 Attack for each
card you've discarded
this game."
4496,ICC_841e,6069137542517739645,Vampiric Bite,NEUTRAL,6,Increased Attack.
4497,ICC_849,-3902120392509766753,Embrace Darkness,PRIEST,5,"[x]Choose an enemy minion.
At the start of your turn,
gain control of it."
4498,ICC_849e,1300117097465206855,Embraced,NEUTRAL,6,"At the start of the next turn, lose control of this minion."
4499,ICC_850,437998719185400834,Shadowblade,ROGUE,7,<b>Battlecry:</b> Your hero is <b>Immune</b> this turn.
4500,ICC_850e,8935796383436713338,Shaded,ROGUE,6,<b>Immune</b> this turn.
4501,ICC_851,-4307068783621383851,Prince Keleseth,NEUTRAL,4,"<b>Battlecry:</b> If your deck has_no 2-Cost cards, give_all minions in your deck +1/+1."
4502,ICC_851e,-4884827439592081854,Keleseth's Blessing,NEUTRAL,6,+1/+1.
4503,ICC_852,-1870150283228759794,Prince Taldaram,NEUTRAL,4,"<b>Battlecry:</b> If your deck has_no 3-Cost cards, transform into a 3/3 copy of a minion."
4504,ICC_852e,4209413065854242142,Taldaram's Visage,NEUTRAL,6,3/3.
4505,ICC_853,-3024209399925621278,Prince Valanar,NEUTRAL,4,"<b>Battlecry:</b> If your deck has no 4-Cost cards, gain <b>Lifesteal</b> and <b>Taunt</b>."
4506,ICC_854,-5534352071592889198,Arfus,NEUTRAL,4,<b>Deathrattle:</b> Add a random <b>Death Knight</b> card to your_hand.
4507,ICC_855,-5761888910098985675,Hyldnir Frostrider,NEUTRAL,4,<b>Battlecry:</b> <b>Freeze</b> your other minions.
4508,ICC_856,-2163651097390717591,Spellweaver,NEUTRAL,4,<b>Spell Damage +2</b>
4509,ICC_858,-4115752872307698209,"Bolvar, Fireblood",PALADIN,4,"<b>Divine Shield</b>
After a friendly minion loses_<b>Divine Shield</b>, gain +2 Attack."
4510,ICC_858e,4695946859131195109,Fading Light,PALADIN,6,Increased Attack.
4511,ICC_900,5402899253050226089,Necrotic Geist,NEUTRAL,4,"Whenever one of your other minions dies, summon a 2/2 Ghoul."
4512,ICC_900t,8825372604284807102,Ghoul,NEUTRAL,4,
4513,ICC_901,8400644411986858703,Drakkari Enchanter,NEUTRAL,4,Your end of turn effects trigger twice.
4514,ICC_901e,8787784974649430532,Frost Magics,NEUTRAL,6,Your end of turn effects trigger twice.
4515,ICC_902,-7678621782467797355,Mindbreaker,NEUTRAL,4,Hero Powers are disabled.
4516,ICC_903,-8130520170408335984,Sanguine Reveler,WARLOCK,4,<b>Battlecry:</b> Destroy a friendly minion and gain_+2/+2.
4517,ICC_903t,-1466966718797230617,Bloodthirst,NEUTRAL,6,Increased stats.
4518,ICC_904,-200127186609301093,Wicked Skeleton,NEUTRAL,4,<b>Battlecry:</b> Gain +1/+1 for_each minion that died_this turn.
4519,ICC_904e,-5430377601816309027,Extra Calcium,NEUTRAL,6,Increased stats.
4520,ICC_905,820546672563959762,Bloodworm,NEUTRAL,4,<b>Lifesteal</b>
4521,ICC_910,-2799574910340188018,Spectral Pillager,ROGUE,4,"[x]<b>Combo:</b> Deal damage equal
to the number of other cards
you've played this turn."
4522,ICC_911,-6349901545323514147,Keening Banshee,NEUTRAL,4,"Whenever you play a card, remove the top 3 cards of_your deck."
4523,ICC_912,3632511201179466530,Corpsetaker,NEUTRAL,4,"[x]<b>Battlecry:</b> Gain <b>Taunt</b> if your
deck has a <b>Taunt</b> minion.
Repeat for <b>Divine Shield</b>,
<b>Lifesteal</b>, <b>Windfury</b>."
4524,ICC_913,3689163580894001271,Tainted Zealot,NEUTRAL,4,"<b>Divine Shield</b>
<b>Spell Damage +1</b>"
4525,ICCA01_001,-681892695584394717,The Lich King,NEUTRAL,3,
4526,ICCA01_003,-8747867031760876750,Blood Tap,DEATHKNIGHT,5,The next spell you cast this turn costs (0).
4527,ICCA01_004,-7979149825437775288,Army of the Dead,DEATHKNIGHT,5,Summon seven 3/3 Ghouls with <b>Taunt</b>.
4528,ICCA01_004t,3717158814592938251,Ghoul,NEUTRAL,4,<b>Taunt</b>
4529,ICCA01_005,3421829272536472767,Frostmourne,DEATHKNIGHT,7,
4530,ICCA01_007,-5449973753194533750,Eager Rogue,NEUTRAL,4,Deals no damage while attacking.
4531,ICCA01_008,7080400349818286759,Terrible Tank,NEUTRAL,4,
4532,ICCA01_009,-4800604220174415861,Needy Hunter,NEUTRAL,4,"Whenever this minion attacks, add a Coin to your hand."
4533,ICCA01_010,1868040120548214064,A. F. Kay,NEUTRAL,4,Can't attack.
4534,ICCA01_011,-7918299244690080124,Warlock on Fire,NEUTRAL,4,"At the end of your turn, deal 1 damage to this minion."
4535,ICCA01_013,-1308894290605138439,Tirion Fordring,PALADIN,3,
